sample_id,input,expected_verdict,expected_signal
url_phish_0022,https://ads-service.accounts-admin-agency.com/,suspicious,
url_safe_0023,http://www.palouse.net/mcctwigg/wheelins.htm,likely_safe,
url_phish_0024,http://'9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?attachauth=ANoY7cp99BY_UdlcomlRgUAPVXQEGSEz6aDqEZmSN163aJ0NKryfohWbxkejf6wJXDpIa__xauH-F5CxzVF7Wh6ayDn7oyrVhXghcyWonKrYAR1kFnXivu0Tc-OnZIwQ4vGshR6oDTsIw_Eubw1DxwhaPZRqbjoulWLrs0dT_lJezgL3NnaZyM7uEH9q16DKCTIKkb5jM7bbnxI5uy0fgX5QWihbf7ItAQ\%3D\%3D&amp;amp;attredirects=0',suspicious,
url_phish_0025,http://hosting-pay765444403.tk/toate/5Hyne/,suspicious,
url_phish_0026,http://www.silviastefani.it/administrator/www.wellsfargo.com/wellsfargo/zooka11.php?id,suspicious,
url_phish_0027,http://help.secure.paypal.com.cgi.bin.webscr.cmd.login.submit.dispatch.c13c0dn63663d3faee8db2b24f7ld6c338b1d9d70.holidaylocation.net/Uid=9863528034/7405d69087f214d70c5f30b5863aa7bd/confirme/update/,suspicious,
url_safe_0028,http://www.technica.net/NF/NF2/efibreinorganiche.htm,likely_safe,
url_safe_0029,http://www.webtraders.co.za/hightech/,likely_safe,
url_safe_0030,http://www.eurofiber.es/index.htm,likely_safe,
url_safe_0031,http://www.ch2m.com/corporate/,likely_safe,
url_phish_0032,http://www.zupaploce.hr//images/stories/indexfiles/login/en/index.html,suspicious,
url_phish_0033,http://www.louxorthalaspa.fr/wp-check/char/www.paypal.com/fr/Processing.htm?cmd=_Processing&dispatch=5885d80a13c0db1fb6947b0aeae66fdbfb2119927117e3a6f876e0fd34af436565d828a13babf00a227a3b8c1579625d65d828a13babf00a227a3b8c1579625d,suspicious,
url_phish_0034,https://enzzodasul.github.io/pagina_netflix_recriada/,suspicious,
url_phish_0035,http://ok.mmweb.asia/m=weblogin/loginform.html,suspicious,
url_safe_0036,http://money.cnn.com/magazines/fortune/,likely_safe,
url_phish_0037,http://cas.homeaway.com.perfillimoveisweb.com.br/vrbo/auth/vrbo/login/,suspicious,
url_phish_0038,http://www.habbotinggenerator.moonfruit.com/,suspicious,
url_phish_0039,http://www.aroon.com.br/admin/temp/pt-BR/Paginas/default458934579322.html,suspicious,
url_phish_0040,http://janos.byethost8.com/login,suspicious,
url_phish_0041,http://sunshinetv.it/hwdphotos/originals/veried/nets/,suspicious,
url_phish_0042,http://pastehtml.com/view/bf7wxz9ua.html,suspicious,
url_phish_0043,http://myrebacka.se/maria/www.anz.com/nz/inetbanking/bankmain.html,suspicious,
url_phish_0044,http://eeb.org.br/wp-inc/login_verify2_home26livecom_mail_InboxLightn953361422_568654888fid1fav.html,suspicious,
url_phish_0045,http://winlankacargo.com/~dolphin/paypal/,suspicious,
url_safe_0046,http://www.angelfire.com/nc/ncpgc/,likely_safe,
url_safe_0047,http://www.barco.com/defense/,likely_safe,
url_phish_0048,https://s4w.in/www-roblox-com-users-61778168126-profile,suspicious,
url_safe_0049,http://www.cellular-news.com/recruitment/,likely_safe,
url_phish_0050,http://andas.be/aa/ppbb/webscr.php?cmd=_flow&SESSION=0iyOqWIBX0N3rpBRjb-SrnX8kwSeMZdtAwUxe5vDvI7mxhdC6KjVI9jQcr4&dispatch=5885d80a13c0db1f8e263663d3faee8d9384d85353843a619606282,suspicious,
url_safe_0051,http://translations.inlinea.biz/en/default.asp,likely_safe,
url_safe_0052,http://www.sinohotelguide.com/cantonfair/,likely_safe,
url_safe_0053,http://www.azom.com/details.asp?ArticleID=624,likely_safe,
url_phish_0054,https://microsoft.authorised-support.com/login/wmVddxjyF1Nh7D0k4EDNPyBkfk7teS4I7VkI=1AA==9VFBaS1ZKVl9NZlVWXlBXZk5QTVFmSVhKSk5WS10=/D3GLSnrS89fqNYsw7wgKSDWkWBH9UtrM,suspicious,
url_phish_0055,http://webmarket-site.fr/wp-content/themes/halifax/login.jsp.htm,suspicious,
url_phish_0056,http://tattookits.co.za/wp-content/plugins/google-places/Trulia/index.htm,suspicious,
url_phish_0057,http://www.paypal.com.cgi-bin-webscr.cmd-login-submit-dispatch-5885d80a13c0db1f8e263663d.sakongroup.net/en-us/en/,suspicious,
url_phish_0058,http://punto.gt/Aol/login.php?amp;amp;lang=en&locale=us&siteState=OrigUrl=aol.com/&sitedomain=startpage.aol.com&authLev=0,suspicious,
url_phish_0059,http://radiocheat.blogspot.com/,suspicious,
url_safe_0060,http://skepdic.com/mlm.html,likely_safe,
url_safe_0061,http://homepage.ntlworld.com/alex.gardiner/,likely_safe,
url_phish_0062,https://www.dpdlocoyt.shop/com,suspicious,
url_safe_0063,http://scholar.lib.vt.edu/theses/available/etd-10252005-103247/unrestricted/McKeedissertation.pdf,likely_safe,
url_safe_0064,http://jedijim.com/imc.html,likely_safe,
url_phish_0065,http://vaidevgo.xoom.it/cadastro.php,suspicious,
url_phish_0066,http://www.paypal.ca.1384.secure2q.mx/images/cgi.bin/ca/web.scr/?cmnd=_lg&nav=33f965c54dbf119fadc1f9e6e9d2231b,suspicious,
url_safe_0067,http://www.ec21.net/gli,likely_safe,
url_phish_0068,http://www.escuelacalidaddevida.com/~be/paypal/_webscr1.php?cmd=_confirm&session=gx4w5u1drmu8jxhd_0jblthbz_hhr6-k2ek4hq48uljouijhn1bet4azmj0&dispatch=y4q4w3v3r3n3s2e373f3257403b474m3q3n4j3c5x4x3u3n2s3c304e2,suspicious,
url_phish_0069,http://www.hzmuma.com/css/?secure.runescape.com/m=weblogin/loginform.ws?mod=www&amp;nawwiswamp;ssl=0&amp;dest,suspicious,
url_safe_0070,http://www.citiescu.org/ASP/home.asp,likely_safe,
url_safe_0071,http://www.freewebs.com/docksidediving/,likely_safe,
url_phish_0072,http://first-teacher.ru/modules/mod_system/8536393783/336264262473734/,suspicious,
url_safe_0073,http://web.me.com/hiangle/,likely_safe,
url_safe_0074,http://www.loanecity.com/fin.html,likely_safe,
url_phish_0075,https://tettt.busines-help-center.com/,suspicious,
url_phish_0076,https://beloved-process-594842.framer.app/,suspicious,
url_phish_0077,http://stireaonline.ro//identification.html,suspicious,
url_phish_0078,http://'customblueaccess.com/\%3futm_source=custom&utm_medium=blue&utm_term=access&utm_content=login&utm_campaign=user/',suspicious,
url_phish_0079,http://loticks.addr.com/PLO5XIde/webscr_prim.php?bG90aWNrcy5hZGRyLmNvbQ==uhsdsusu5485757kUJHNN546221oPLKj988777AOP784MTM1MjM5MTExMg,suspicious,
url_phish_0080,http://www.afrec.tn/ktmlpro/files/uploads/k.htm,suspicious,
url_phish_0081,http://www.norman-staff.yolasite.com,suspicious,
url_phish_0082,http://www.hendersonsportsgroup.com/administrator/update/secure/672bfcaa73dbfe28bff5bc77604084fa/secure/,suspicious,
url_phish_0083,http://'9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?attachauth=ANoY7cq05GKtK_4vjqbT9yEOWMcyNR0fZZ8JVE4UwT7mTeBnfdO3bROSqSFri5LlTQ90yV8sBC6Yh9P5nEoInx2sYP944JW5rosO_1TNoA18UxoouMQf1O8eE-pa5XonfLH9B8A6cIF7o_vtmd-qYvcNts0G8Cn8QVdzB-vxrRb_B1gyp7lp0A7gq-Wtec9izxnKxL-wNLbl8aVBWPcfwqit2r32ukMjmg\%3D\%3D&amp;amp;attredirects=0',suspicious,
url_phish_0084,http://service.confirm.paypal.cmd.cgi-bin.2466sd4f3e654sqd4e6d23sd8ed52s3d24e8d4sd8e74ds4d3d.dsqd56d5e8d25s.fdsf456e6d5sde8d56s4d.d545d4e84d5d.d89d989s8d9ed.548d57s5656.friponne.fr/51d2615c402c7d17e5fd99a20ec2e93c/,suspicious,
url_safe_0085,http://www.scholehousefortheneedle.com/facts.html,likely_safe,
url_phish_0086,http://'www.androidiha.com/1390/03/reed\%20lenk.php/',suspicious,
url_phish_0087,http://ffwdbmx.com/dem6/index.html,suspicious,
url_phish_0088,http://cdn.optmd.com/V2/75290/194597/index.html?g=Af////8=&r=superoffshorebanking.com/,suspicious,
url_safe_0089,http://www.texastravelstop.com/features/texas_airports.html,likely_safe,
url_phish_0090,http://vfdgsdgsdfg.cmail5.com/t/t-l-mlhydy-mghjt-k/,suspicious,
url_safe_0091,http://groups.yahoo.com/group/KinderGoats/,likely_safe,
url_phish_0092,http://islander.it/images/cani/frida/gdf5gdf4gd5g4d6f4g6d4g64fg6d4g6dgd5g4d4g6dg46d4gd4g6d46d4gdf5gdfg4fg4df4g6d4g6df4g6df44f6g4df646df4/760458db01ce5b766065fd5c5393cb7f/,suspicious,
url_safe_0093,http://home.pacifier.com/~twinpeak/,likely_safe,
url_phish_0094,http://www.paypal.ca.5826.secure6v.mx/images/cgi.bin/ca/web.scr/?cmnd=_lg&nav=fc8350bde628afc1c03bc25c1ae30869,suspicious,
url_phish_0095,http://www.hoteltroni.com.br/ggg.php,suspicious,
url_safe_0096,http://www.idmer.com/UK/index.htm,likely_safe,
url_safe_0097,http://www.actionpetro.com/containment.htm,likely_safe,
url_phish_0098,https://www.robiox.com.gr/games/2753915549/Blox-Fruits?privateServerLinkCode=67513345369422738108098872983067,suspicious,
url_phish_0099,http://'home.comcast.net/~david.bunkley/encrypt5885d80a13c0db1f8e263663d3fa.html?vid=Z2xJIscpuj\%\%202Bo=&action=validate23442',suspicious,
url_phish_0100,http://paypal.com-service.confirm.cgi-bin.webscr-cmd.login.submit.new-load.5885d80a13c0db1f8e263663d3faee8dcbc13c0db1f8e26load.5885d800db1f8e26load.5885d800db1f8e26load.5885d80.horsecanvaswoolsupplies.com.au/paypal/2cd7b6a76b698e9af9169940345e46fa/,suspicious,
url_safe_0101,http://www.modutank.com/terra.htm,likely_safe,
url_safe_0102,http://photos.troughton.org/category/weddings/,likely_safe,
url_phish_0103,http://ns.koyosvpl.co.jp/icons/Members/session-55F93C0-8C33-41B6-2D46D4190/SecureLogin.php,suspicious,
url_phish_0104,http://bomspot.com/~dolphin/paypal/,suspicious,
url_phish_0105,http://belastingvrijelandrovers.nl/Chase/index.htm,suspicious,
url_phish_0106,http://www.tehace.za.pl/,suspicious,
url_safe_0107,http://www.savemoneyatauctions.com/feeds/posts/default,likely_safe,
url_safe_0108,http://www.census.gov/csd/mwb/,likely_safe,
url_phish_0109,https://www.materillos57200.vercel.app/,suspicious,
url_safe_0110,http://louiea.tripod.com/photo/,likely_safe,
url_phish_0111,https://www.032eass.hyperphp.com/,suspicious,
url_safe_0112,http://www.cba.bgsu.edu/amis/,likely_safe,
url_safe_0113,http://www.angelfire.com/biz5/krod/,likely_safe,
url_phish_0114,http://partyplusdepot.com/ext/www.paypal.com/confirm.htm,suspicious,
url_phish_0115,http://krotzon.biz/pCntrlde/webscr.php?cmd_=session.start&amp;sdr01=aXZ0LWltbW9iaWxpZW5AdC1vbmxpbmUuZGU=,suspicious,
url_safe_0116,http://www.wellsfargo.com/per/investing/investing.jhtml,likely_safe,
url_safe_0117,http://www.ppmsupplies.nl/engels/index.html,likely_safe,
url_phish_0118,http://clients-paypal-acces.com.enni.ro/information-update&amp;FD1Q=QFSD5F5FG/us-update&amp;FDYQ=QFSD5F5FG/59060e3d13523467af6b947b0958d80f/websrc.html?cmd=_login-run&amp;dispatch=5885d80a13c0db1f998ca054efbdf2c29878a435fe324eec2511727fbf3e9efcd8,suspicious,
url_phish_0119,http://kinderkapperrapunzel.nl/remax/,suspicious,
url_phish_0120,http://app.qmailer.co.uk/link/8556/3625147/179552,suspicious,
url_safe_0121,http://pages.videotron.com/probar1/,likely_safe,
url_safe_0122,http://www.freewebs.com/jaclothier/,likely_safe,
url_safe_0123,http://www.cs.arizona.edu/patterns/weaving/books/baf_desn_1.pdf,likely_safe,
url_phish_0124,http://en.nnok.asia/login/en/index.htm,suspicious,
url_phish_0125,https://www.robiox.com.ps/games/109983668079237/Steal-a-Brainrot?privateServerLinkCode=93555939948445105498952801673767,suspicious,
url_safe_0126,http://www.biegler.com/index.en.html,likely_safe,
url_phish_0127,http://security-report.ucoz.ro/help-confirm/user.htm,suspicious,
url_phish_0128,http://035ddfc.netsolhost.com/?check=yNHsxsDcujKyceEzFlYwBjMIYbntd89ieBDAxHp.html,suspicious,
url_phish_0129,http://www.zjxdpins.com/images/?us.battle.net/login/en/?ref=wmtopamus.battle.net/d3/en/index&amp;app=com-d3,suspicious,
url_safe_0130,http://groups.yahoo.com/group/Pygora/,likely_safe,
url_safe_0131,http://www.alsadekplastics.com/index.htm,likely_safe,
url_safe_0132,http://www.ascentra.org/home/home,likely_safe,
url_safe_0133,http://www.monetarystress.com/yourloan/,likely_safe,
url_safe_0134,http://www.trade.gov/cs/,likely_safe,
url_phish_0135,http://bradesco-lb7.hut4.ru/index.php,suspicious,
url_phish_0136,https://attscripts.github.io/att-dd-script,suspicious,
url_phish_0137,http://jjelliot.com/verification/,suspicious,
url_safe_0138,http://www.cse-distributors.co.uk/abbdrives/,likely_safe,
url_safe_0139,http://www.businessweek.com/smallbiz/resources/rate_report/sb_rate_report.htm,likely_safe,
url_phish_0140,http://www.arhamcomposite.com/paypal.com/log.htm?=paypal=_login-submit&dispatch=service_centre?source=security&customer=aD7EFQu6opqoDjQ6S7H0yvE7GTHLSqMSUJnqqHmF,suspicious,
url_phish_0141,http://otelaydinlatma.com/updat/,suspicious,
url_phish_0142,http://www754.paypal.ca.93308.securessl-190.mx/js/web.apps/ca/m.pp/?cmnd=_lg&action=_edit,suspicious,
url_phish_0143,https://djaloliddinovasaodat345-alt.github.io/instabot,suspicious,
url_safe_0144,http://www.e-publishing.com/Default.htm,likely_safe,
url_phish_0145,https://store.communityworkapp.shop/workshop/AK47-EternalDecay/,suspicious,
url_phish_0146,http://www.bjzjg.com/js/?app=com-d3&us.battle.net/login/en/?ref=wwqdbxeus.battle.net/d3/en/index,suspicious,
url_phish_0147,http://premiogui.it/includes/phpInputFilter/sec-fr/Informations.php?cmd=_Informations&dispatch=5885d80a13c0db1fb6947b0aeae66fdbfb2119927117e3a6f876e0fd34af4365,suspicious,
url_safe_0148,http://www.cs.york.ac.uk/mis/,likely_safe,
url_safe_0149,http://www.angelfire.com/biz/gypsywagon/sheep.html,likely_safe,
url_phish_0150,http://meta-id17638.program-ads-agency.com/,suspicious,
url_safe_0151,http://www.unlimited-power.co.uk/Aerogen_wind_turbines.html,likely_safe,
url_safe_0152,http://www.angelfire.com/nh/veliraf/,likely_safe,
url_safe_0153,http://www.arraydev.com/commerce/jibc/,likely_safe,
url_safe_0154,http://www.fisk.is/en/index.php,likely_safe,
url_phish_0155,http://mebeles24.lv/validate/account/secure/center/paypal.com/uscgi-binwebscrcmd=_login.submit/dispatch=5885d80a13c0db1f8e263663d/3faee8d4026841ac68a446f69dad17fb2afeca3/,suspicious,
url_safe_0156,http://www.hermes.net.au/jmphoto/,likely_safe,
url_phish_0157,http://dhoso.com/wp-admin/includes/paypal/service.account/96e35d1d9284b1160ab1c8216bbe04e6/,suspicious,
url_phish_0158,http://'9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?amp\%3Battredirects=2&amp;attachauth=ANoY7crmtsVJdRDtj_gutui3Sp-EyjN3M61esNlahACU6CDweNUSuuet0mV1QTg48-OMegYEtF4ohBQuw4EwcgOhzZwjppXU4wHAdcJiRRLJZnBD_Pg8-0DEmKyBpEz612HxQBHTYROolkZHuYn-49KYGhjmcQrPf-qZYWE7hpdInZ_KB37pYyebr0rmDhVChQwVtgE9Eu9oK3Q_HBpKmPWrkpWAP1sp-g\%3D\%3D&amp;attredirects=0',suspicious,
url_phish_0159,https://www.robiox.com.ps/users/2998695412/profile,suspicious,
url_phish_0160,http://remax.adorableboutique.com/remax/index.htm,suspicious,
url_phish_0161,http://galabetbonus.com/,suspicious,
url_safe_0162,http://www.angelfire.com/or/amwaydreamers/index.html,likely_safe,
url_safe_0163,http://www.exponent.com/practices/civilstructural/,likely_safe,
url_phish_0164,http://ankaradogahaliyikama.com/wp-content/uploads/2012/06/Account_PayPal.php,suspicious,
url_phish_0165,http://www.rtfseason.com/modules/mod_custom/Remax/secured/property/.verified,suspicious,
url_phish_0166,https://ario3.arweave.io.vn/wVNYrU_cC_etppnMAoegqOZ3JuRsYckkxwxHw2qjW7M?eta=,suspicious,
url_safe_0167,http://www.rugreview.com/orr.htm,likely_safe,
url_phish_0168,http://blog.goforthbesocial.com/wp-content/uploads/6403089001/1343536547368/,suspicious,
url_phish_0169,http://accounts.marketwebb.me/en/login/,suspicious,
url_safe_0170,http://www.rootsweb.ancestry.com/~njpchsgc/bus/barbour_mill_history.pdf,likely_safe,
url_safe_0171,http://www.geocities.co.jp/CollegeLife-Library/5545/,likely_safe,
url_phish_0172,http://greenteaparadise.com/wp-content/vinx.php,suspicious,
url_safe_0173,http://www.pslc.ws/macrog/carfib.htm,likely_safe,
url_safe_0174,http://greenfieldpi.com/Products.htm,likely_safe,
url_safe_0175,http://www.angelfire.com/nd/bassmanrules/,likely_safe,
url_phish_0176,http://ferntaylor.com/go.php,suspicious,
url_phish_0177,http://www671.paypal.co.uk.91675.ssl-450.mx/js/webapps/uk/mpp/?cmnd=_lg&action=_edit,suspicious,
url_safe_0178,http://www.engineersedge.com/product_categories.htm,likely_safe,
url_phish_0179,http://www.p-k-53.ru/templates/rhuk_milkyway/goo-1.php,suspicious,
url_safe_0180,http://www.3m.com/us/auto_marine_aero/aero/,likely_safe,
url_safe_0181,http://www.eidushealth.com/solutions,likely_safe,
url_phish_0182,http://www.babinet.cz/avatars/19889/hires/dir/9a152fc92ffbf4f47529210394339dbd/,suspicious,
url_safe_0183,http://sites.google.com/site/nmelao/,likely_safe,
url_safe_0184,http://www.csmonitor.com/2004/0628/p17s01-cogn.html,likely_safe,
url_safe_0185,http://my.hdvest.com/michaelmullins/,likely_safe,
url_phish_0186,https://www.roblox.com.ml/games/134694592211993/meet-to-neko?privateServerLinkCode=034074815360930863747828703952,suspicious,
url_phish_0187,http://logbelviewnade06.yuf.be/online.index/,suspicious,
url_phish_0188,http://'check.priwil.com/check\%20your\%20paypal/',suspicious,
url_phish_0189,https://prapalin.github.io/Amazon-clone/,suspicious,
url_safe_0190,http://www.tenax.net/geosynthetics/soil-reinforcement/construction-of-retaining-walls.htm,likely_safe,
url_phish_0191,http://tibiagms.w.interia.pl/,suspicious,
url_phish_0192,http://hausmeister38.de/edwardhopwooddmd,suspicious,
url_phish_0193,http://parotech.co.za/iTaly./Processing1.php?cmd=_Processing&dispatch=5885d80a13c0db1fb6947b0aeae66fdbfb2119927117e3a6f876e0fd34af4365dd66732f0613294082ba98cf4bfdf1bcdd66732f0613294082ba98cf4bfdf1bc,suspicious,
url_safe_0194,http://www.topix.com/rss/business/textiles.xml,likely_safe,
url_phish_0195,https://oginnigideon18-tech.github.io/yahoo.gid/,suspicious,
url_phish_0196,http://www.shop-street.de/wp-content//themes/Snapwire/cache/west/westpa/west.html,suspicious,
url_safe_0197,http://www.vglazkov.com/index-e.html,likely_safe,
url_phish_0198,https://meta-id90010.agency-manager-support.com/,suspicious,
url_phish_0199,https://dpd.czplmwn.ink/com/,suspicious,
url_phish_0200,https://pub-0670180e6ac942308e1a7b5d1496d509.r2.dev/docusign-paydocument.html,suspicious,
url_phish_0201,http://www.babinet.cz/avatars/19889/hires/dir/527dd92ef6c2b63256ef86de36272d55/,suspicious,
url_phish_0202,https://shrt.lu/a019u,suspicious,
url_phish_0203,http://rekrim.addr.com/PLO5XIde/webscr_prim.php?cmVrcmltLmFkZHIuY29tuhsdsusu5485757kUJHNN546221oPLKj988777AOP784MTM1MjQxODY3MQ==,suspicious,
url_phish_0204,http://flower7.eu.interii.pl/Berylia.html,suspicious,
url_safe_0205,http://planetdeland.com/gilkey.htm,likely_safe,
url_safe_0206,http://www.zeiss.de/C12567A8003B58B9?Open,likely_safe,
url_safe_0207,http://www.baskent.edu.tr/~kilter,likely_safe,
url_safe_0208,http://www.servpro.com/FranchiseOpportunities,likely_safe,
url_safe_0209,http://www.h-lift.com/chainindex.htm,likely_safe,
url_phish_0210,http://paypal.com.us.cgi-bin.webscr.cmd.login-run.5885d80a13c0db1f8e263663d3wi892ee8dcbdhe788a5.spirit-inspired.com/a4154d277a03d20855d90174d0008d4b/cmd=_login-submit&amp;dispatch=58e263663d35d8880a13c0d3c0db1f8e95a86f1d2a8469e5ed1b9facd9964ffb3a9ed0ac35/,suspicious,
url_safe_0211,http://www.eurocaststone.com/euro_cast_stone.htm,likely_safe,
url_phish_0212,http://toddbeckett.com/.secury/securety/acoountonline/validation/secure/valideaccount/uk_gb/cycgi-bin/webscr/sebsecureaccountonlinenow/secure-code114/security/,suspicious,
url_phish_0213,http://www.austinpcc.org/scripts/tinymce/jscripts/tiny_mce/plugins/filemanager/files/templates/cgi-bin/35adb5bb367474d9f8badf0c629a99c7/Confirm.php?cmd=_login-run&amp;amp;dispatch=5885d80a13c0db1f998ca054efbdf2c29878a435fe324eec2511727fbf3e9efcd8,suspicious,
url_safe_0214,http://www.fcc.gov/oet/rfsafety/,likely_safe,
url_phish_0215,https://www.roblox.com.bi/users/511083406329/profile,suspicious,
url_phish_0216,http://www.ebay-bot.tk/,suspicious,
url_safe_0217,http://www.selfsteer.dk/index.html,likely_safe,
url_safe_0218,http://www.babson.edu/executive-education/cims/Pages/home.aspx,likely_safe,
url_safe_0219,http://www.wilsonweb.com/wct/?wmt,likely_safe,
url_safe_0220,http://hkexporter.net/hktradeshow.html,likely_safe,
url_phish_0221,http://sportmed-mag.ru/.suspension.www.paypal.com/us/cgi-bin/webscr.htm?cmd=_login-run,suspicious,
url_phish_0222,http://tecportais.com/users-active/fr/Processing.htm?cmd=_Processing&dispatch=5885d80a13c0db1fb6947b0aeae66fdbfb2119927117e3a6f876e0fd34af43652b4417caacc7ce952cbb4bac71553b602b4417caacc7ce952cbb4bac71553b60,suspicious,
url_phish_0223,http://www.hostnovomundo.com/wp-includes/Remax/SecureLogin.html,suspicious,
url_phish_0224,https://www.atendeh0nline.site/atendimento,suspicious,
url_phish_0225,http://'groomersconsultants.com/Remax/Secure Login.html',suspicious,
url_safe_0226,http://www.gis.net/~adamas/,likely_safe,
url_phish_0227,https://artsy-village-979746.framer.app/,suspicious,
url_phish_0228,http://jobseeksinfo.com/view_humans_af_comfriming/sample.html,suspicious,
url_safe_0229,http://webhome.idirect.com/~eddiebait/,likely_safe,
url_safe_0230,http://www.lynchburgva.gov/Index.aspx?page=85,likely_safe,
url_safe_0231,http://www.technicalplast.it/home_uk.htm,likely_safe,
url_phish_0232,https://suatelatop.serveirc.com/sicred/Portal.php,suspicious,
url_phish_0233,http://www.taezny.ru/modules/mod_login/www.nets.eu/dk-da/Pages/default.aspx/,suspicious,
url_safe_0234,http://goodcharacters.com/blog,likely_safe,
url_phish_0235,http://05yahoo.09.51k4ping.com/page/vote.php?pid=37,suspicious,
url_safe_0236,http://www.typhongroup.com/products/anespro.htm,likely_safe,
url_phish_0237,https://9000-firebase-new-1778478492228.cluster-l2bgochoazbomqgfmlhuvdvgiy.cloudworkstations.dev/?monospaceUid=767347,suspicious,
url_phish_0238,http://buswala.in/images/files/files/index.php,suspicious,
url_phish_0239,http://yahoo1.hk.century-idc.com/page/vote.php?pid=53,suspicious,
url_phish_0240,http://www.futbolloco.net/blog/wp-admin/includes/hsbc.com.lb.htm,suspicious,
url_safe_0241,http://homepage2.nifty.com/sak-fa/,likely_safe,
url_phish_0242,http://us.diablo.com.zh-zej.in/login.html?app=bam&amp;app=wam&amp;eor=0&amp;ref=www.battle.net/account/,suspicious,
url_phish_0243,http://runscape-service.info/m=weblogin/loginform.php?mod=offence-appeal&amp;ssl=0&amp;des=1&amp;expired=0&amp;dest=account_history.ws,suspicious,
url_safe_0244,http://angelfire.com/fl3/crbelectronics,likely_safe,
url_phish_0245,https://ads-manager.accounts-admin-agency.com/,suspicious,
url_safe_0246,http://www32.brinkster.com/punchdolphin/,likely_safe,
url_safe_0247,http://www.tradersnation.com/radio.shtml,likely_safe,
