sample_id,input,expected_verdict,expected_signal
sms_safe_0089,Don't look back at the building because you have no coat and i don't want you to get more sick. Just hurry home and wear a coat to the gym!!!,likely_safe,
sms_phish_0090,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a å£1500 Bonus Prize, call 09066368470",suspicious,
sms_phish_0091,U are subscribed to the best Mobile Content Service in the UK for å£3 per ten days until you send STOP to 83435. Helpline 08706091795.,suspicious,
sms_safe_0092,Just trying to figure out when I'm suppose to see a couple different people this week. We said we'd get together but I didn't set dates,likely_safe,
sms_phish_0093,FreeMsg Hi baby wow just got a new cam moby. Wanna C a hot pic? or Fancy a chat?Im w8in 4uTxt / rply CHAT to 82242 Hlp 08712317606 Msg150p 2rcv,suspicious,
sms_phish_0094,"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a å£500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18+",suspicious,
sms_phish_0095,"tddnewsletter@emc1.co.uk (More games from TheDailyDraw) Dear Helen, Dozens of Free Games - with great prizesWith..",suspicious,
sms_safe_0096,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas,likely_safe,
sms_phish_0097,Not heard from U4 a while. Call me now am here all night with just my knickers on. Make me beg for it like U did last time 01223585236 XX Luv Nikiyu4.net,suspicious,
sms_phish_0098,I am hot n horny and willing I live local to you - text a reply to hear strt back from me 150p per msg Netcollex LtdHelpDesk: 02085076972 reply Stop to end,suspicious,
sms_phish_0099,You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt,suspicious,
sms_safe_0100,Hey gals...U all wanna meet 4 dinner at nÌÂte?,likely_safe,
sms_phish_0101,"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk",suspicious,
sms_phish_0102,Good Luck! Draw takes place 28th Feb 06. Good Luck! For removal send STOP to 87239 customer services 08708034412,suspicious,
sms_safe_0103,"Aight, call me once you're close",likely_safe,
sms_safe_0104,IÛ÷ll have a look at the frying pan in case itÛ÷s cheap or a book perhaps. No thatÛ÷s silly a frying pan isnÛ÷t likely to be a book,likely_safe,
sms_phish_0105,Congratulations ur awarded either å£500 of CD gift vouchers & Free entry 2 our å£100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,suspicious,
sms_safe_0106,Haven't left yet so probably gonna be here til dinner,likely_safe,
sms_safe_0107,"\Life is nothing wen v get everything\"". But \""life is everything wen v miss something \"". Real value of people wil be realized only in their absence.... gud mrng""",likely_safe,
sms_safe_0108,I didnt get anything da,likely_safe,
sms_phish_0109,Reply with your name and address and YOU WILL RECEIVE BY POST a weeks completely free accommodation at various global locations www.phb1.com ph:08700435505150p,suspicious,
sms_phish_0110,Urgent! Please call 09061743811 from landline. Your ABTA complimentary 4* Tenerife Holiday or å£5000 cash await collection SAE T&Cs Box 326 CW25WX 150ppm,suspicious,
sms_safe_0111,Hi kindly give us back our documents which we submitted for loan from STAPATI,likely_safe,
sms_safe_0112,But really quite funny lor wat... Then u shd haf run shorter distance wat...,likely_safe,
sms_phish_0113,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTx,suspicious,
sms_safe_0114,We stopped to get ice cream and will go back after,likely_safe,
sms_safe_0115,Ard 530 lor. I ok then message Ì_ lor.,likely_safe,
sms_safe_0116,Dear reached railway. What happen to you,likely_safe,
sms_safe_0117,Hmmm.still we dont have opener?,likely_safe,
sms_safe_0118,Which is why i never wanted to tell you any of this. Which is why i'm so short with you and on-edge as of late.,likely_safe,
sms_phish_0119,We tried to contact you re our offer of New Video Phone 750 anytime any network mins HALF PRICE Rental camcorder call 08000930705 or reply for delivery Wed,suspicious,
sms_safe_0120,Can you do a mag meeting this avo at some point?,likely_safe,
sms_phish_0121,Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394514 From Landline DATEBox1282EssexCM61XN 150p/min 18,suspicious,
sms_phish_0122,Wanna have a laugh? Try CHIT-CHAT on your mobile now! Logon by txting the word: CHAT and send it to No: 8883 CM PO Box 4217 London W1A 6ZF 16+ 118p/msg rcvd,suspicious,
sms_phish_0123,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access!,suspicious,
sms_safe_0124,JADE ITS PAUL. Y DIDNåÕT U TXT ME? DO U REMEMBER ME FROM BARMED? I WANT 2 TALK 2 U! TXT ME,likely_safe,
sms_phish_0125,Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674,suspicious,
sms_phish_0126,PRIVATE! Your 2003 Account Statement for 07973788240 shows 800 un-redeemed S. I. M. points. Call 08715203649 Identifier Code: 40533 Expires 31/10/04,suspicious,
sms_phish_0127,Santa calling! Would your little ones like a call from Santa Xmas Eve? Call 09077818151 to book you time. Calls1.50ppm last 3mins 30s T&C www.santacalling.com,suspicious,
sms_phish_0128,"accordingly. I repeat, just text the word ok on your mobile phone and send",suspicious,
sms_phish_0129,YOU ARE CHOSEN TO RECEIVE A å£350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.,suspicious,
sms_phish_0130,"Our dating service has been asked 2 contact U by someone shy! CALL 09058091870 NOW all will be revealed. POBox84, M26 3UZ 150p",suspicious,
sms_phish_0131,"\For the most sparkling shopping breaks from 45 per person; call 0121 2025050 or visit www.shortbreaks.org.uk\""""",suspicious,
sms_phish_0132,Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870,suspicious,
sms_safe_0133,I am in escape theatre now. . Going to watch KAVALAN in a few minutes,likely_safe,
sms_safe_0134,"Aight, lemme know what's up",likely_safe,
sms_safe_0135,i thought we were doing a king of the hill thing there.,likely_safe,
sms_safe_0136,"As usual..iam fine, happy &amp; doing well..:)",likely_safe,
sms_phish_0137,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 87077 Get txting and tell ur mates. zed POBox 36504 W45WQ norm150p/tone 16+,suspicious,
sms_safe_0138,Oh god i am happy to see your message after 3 days,likely_safe,
sms_phish_0139,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. å£1.50 SP:Tyrone,suspicious,
sms_safe_0140,Nutter. Cutter. Ctter. Cttergg. Cttargg. Ctargg. Ctagg. ie you,likely_safe,
sms_phish_0141,1000's of girls many local 2 u who r virgins 2 this & r ready 2 4fil ur every sexual need. Can u 4fil theirs? text CUTE to 69911(å£1.50p. m),suspicious,
sms_phish_0142,"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or å£1000. To claim txt DIS to 87121 18+6*å£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ",suspicious,
sms_phish_0143,"Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9996. Offer ends 14thMarch. T&C's apply. Opt-out availa",suspicious,
sms_phish_0144,Sorry! U can not unsubscribe yet. THE MOB offer package has a min term of 54 weeks> pls resubmit request after expiry. Reply THEMOB HELP 4 more info,suspicious,
sms_safe_0145,Shall i come to get pickle,likely_safe,
sms_safe_0146,Is there coming friday is leave for pongal?do you get any news from your work place.,likely_safe,
sms_safe_0147,"Perhaps * is much easy give your account identification, so i will tomorrow at UNI",likely_safe,
sms_safe_0148,Hello. Damn this christmas thing. I think i have decided to keep this mp3 that doesnt work.,likely_safe,
sms_safe_0149,I ask if u meeting da ge tmr nite...,likely_safe,
sms_safe_0150,Aiyo cos i sms Ì_ then Ì_ neva reply so i wait 4 Ì_ to reply lar. I tot Ì_ havent finish ur lab wat.,likely_safe,
sms_phish_0151,WIN a year supply of CDs 4 a store of ur choice worth å£500 & enter our å£100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3,suspicious,
sms_safe_0152,"That means you got an A in epi, she.s fine. She.s here now.",likely_safe,
sms_safe_0153,"Idk. You keep saying that you're not, but since he moved, we keep butting heads over freedom vs. responsibility. And i'm tired. I have so much other shit to deal with that i'm barely keeping myself together once this gets added to it.",likely_safe,
sms_safe_0154,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",likely_safe,
sms_phish_0155,"Shop till u Drop, IS IT YOU, either 10K, 5K, å£500 Cash or å£100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary",suspicious,
sms_phish_0156,"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com",suspicious,
sms_safe_0157,Den wat will e schedule b lk on sun?,likely_safe,
sms_phish_0158,Talk sexy!! Make new friends or fall in love in the worlds most discreet text dating service. Just text VIP to 83110 and see who you could meet.,suspicious,
sms_safe_0159,Okie but i scared u say i fat... Then u dun wan me already...,likely_safe,
sms_safe_0160,"Cool, we shall go and see, have to go to tip anyway. Are you at home, got something to drop in later? So lets go to town tonight! Maybe mum can take us in.",likely_safe,
sms_safe_0161,Dunno dat's wat he told me. Ok lor...,likely_safe,
sms_phish_0162,"U can WIN å£100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription",suspicious,
sms_phish_0163,"I want some cock! My hubby's away, I need a real man 2 satisfy me. Txt WIFE to 89938 for no strings action. (Txt STOP 2 end, txt rec å£1.50ea. OTBox 731 LA1 7WS. )",suspicious,
sms_phish_0164,"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic",suspicious,
sms_safe_0165,Uncle Abbey! Happy New Year. Abiola,likely_safe,
sms_safe_0166,"I met you as a stranger and choose you as my friend. As long as the world stands, our friendship never ends. Lets be Friends forever!!! Gud nitz...",likely_safe,
sms_safe_0167,Am on the uworld site. Am i buying the qbank only or am i buying it with the self assessment also?,likely_safe,
sms_safe_0168,R u meeting da ge at nite tmr?,likely_safe,
sms_safe_0169,Pathaya enketa maraikara pa',likely_safe,
sms_safe_0170,Get ready for  &lt;#&gt;  inches of pleasure...,likely_safe,
sms_phish_0171,Hi. Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY å£10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg,suspicious,
sms_safe_0172,Mm feeling sleepy. today itself i shall get that dear,likely_safe,
sms_phish_0173,PRIVATE! Your 2004 Account Statement for 078498****7 shows 786 unredeemed Bonus Points. To claim call 08719180219 Identifier Code: 45239 Expires 06.05.05,suspicious,
sms_phish_0174,Block Breaker now comes in deluxe format with new features and great graphics from T-Mobile. Buy for just å£5 by replying GET BBDELUXE and take the challenge,suspicious,
sms_safe_0175,Good Morning plz call me sir,likely_safe,
sms_safe_0176,"We know TAJ MAHAL as symbol of love. But the other lesser known facts 1. Mumtaz was Shahjahan's 4th wife, out of his 7 wifes. 2. Shahjahan killed Mumtaz's husband to marry her. 3. Mumtaz died in her  &lt;#&gt; th delivery. 4. He then married Mumtaz's sister. Question arises where the Hell is the LOVE?:-| -The Great Hari-",likely_safe,
sms_phish_0177,PRIVATE! Your 2003 Account Statement for <fone no> shows 800 un-redeemed S. I. M. points. Call 08715203656 Identifier Code: 42049 Expires 26/10/04,suspicious,
sms_phish_0178,"Free Msg: get Gnarls Barkleys \Crazy\"" ringtone TOTALLY FREE just reply GO to this message right now!""",suspicious,
sms_phish_0179,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime any networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,suspicious,
sms_phish_0180,Your weekly Cool-Mob tones are ready to download !This weeks new Tones include: 1) Crazy Frog-AXEL F>>> 2) Akon-Lonely>>> 3) Black Eyed-Dont P >>>More info in n,suspicious,
sms_safe_0181,Let me know how to contact you. I've you settled in a room. Lets know you are ok.,likely_safe,
sms_phish_0182,http//tms. widelive.com/index. wml?id=820554ad0a1705572711&first=trueåÁC C RingtoneåÁ,suspicious,
sms_phish_0183,For sale - arsenal dartboard. Good condition but no doubles or trebles!,suspicious,
sms_phish_0184,Knock Knock Txt whose there to 80082 to enter r weekly draw 4 a å£250 gift voucher 4 a store of yr choice. T&Cs www.tkls.com age16 to stoptxtstopå£1.50/week,suspicious,
sms_safe_0185,Die... Now i have e toot fringe again...,likely_safe,
sms_phish_0186,UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise ofå£2000 CASH 18+only. To opt out txt X to 07786200117,suspicious,
sms_safe_0187,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st \Ur Lovely Friendship\""... good morning dear""",likely_safe,
sms_safe_0188,"Yo, call me when you get the chance, a friend of mine wanted me to ask you about a big order",likely_safe,
sms_safe_0189,You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.,likely_safe,
sms_safe_0190,"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL",likely_safe,
sms_phish_0191,"URGENT! Last weekend's draw shows that you have won å£1000 cash or a Spanish holiday! CALL NOW 09050000332 to claim. T&C: RSTM, SW7 3SS. 150ppm",suspicious,
sms_phish_0192,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688,suspicious,
sms_phish_0193,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.,suspicious,
sms_safe_0194,Great. Have a safe trip. Dont panic surrender all.,likely_safe,
sms_phish_0195,RGENT! This is the 2nd attempt to contact U!U have WON å£1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. maxå£7. 50,suspicious,
sms_safe_0196,Ok going to sleep. Hope i can meet her.,likely_safe,
sms_phish_0197,PRIVATE! Your 2003 Account Statement for 07808247860 shows 800 un-redeemed S. I. M. points. Call 08719899229 Identifier Code: 40411 Expires 06/11/04,suspicious,
sms_safe_0198,Ok lar i double check wif da hair dresser already he said wun cut v short. He said will cut until i look nice.,likely_safe,
sms_safe_0199,You're right I have now that I think about it,likely_safe,
sms_safe_0200,How do you plan to manage that,likely_safe,
sms_phish_0201,"Thanks for your ringtone order, reference number X29. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989180",suspicious,
sms_phish_0202,"Hack Chat. Get backdoor entry into 121 chat rooms at a fraction of the cost. Reply NEO69 or call 09050280520, to subscribe 25p pm. DPS, Bcm box 8027 Ldn, wc1n3xx",suspicious,
sms_safe_0203,"Hi this is yijue, can i meet u at 11 tmr?",likely_safe,
sms_phish_0204,CALL 09090900040 & LISTEN TO EXTREME DIRTY LIVE CHAT GOING ON IN THE OFFICE RIGHT NOW TOTAL PRIVACY NO ONE KNOWS YOUR [sic] LISTENING 60P MIN 24/7MP 0870753331018+,suspicious,
sms_safe_0205,Gud ni8 dear..slp well..take care..swt dreams..Muah..,likely_safe,
sms_phish_0206,As a Registered Subscriber yr draw 4 a å£100 gift voucher will b entered on receipt of a correct ans. When are the next olympics. Txt ans to 80062,suspicious,
sms_phish_0207,Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth å£33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk,suspicious,
sms_safe_0208,"Whats that coming over the hill..... Is it a monster! Hope you have a great day. Things r going fine here, busy though!",likely_safe,
sms_safe_0209,"I thought i'd get him a watch, just cos thats the kind of thing u get4an18th. And he loves so much!",likely_safe,
sms_safe_0210,Yeah. I got a list with only u and Joanna if I'm feeling really anti social,likely_safe,
sms_phish_0211,We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT + free camcorder Reply of call 08000930705 Now,suspicious,
sms_safe_0212,C movie is juz last minute decision mah. Juz watch 2 lar but i tot Ì_ not interested.,likely_safe,
sms_safe_0213,What happened to our yo date?,likely_safe,
sms_phish_0214,"Someone U know has asked our dating service 2 contact you! Cant guess who? CALL 09058095107 NOW all will be revealed. POBox 7, S3XY 150p",suspicious,
sms_phish_0215,Text PASS to 69669 to collect your polyphonic ringtones. Normal gprs charges apply only. Enjoy your tones,suspicious,
sms_phish_0216,"Latest News! Police station toilet stolen, cops have nothing to go on!",suspicious,
sms_safe_0217,Also fuck you and your family for going to rhode island or wherever the fuck and leaving me all alone the week I have a new bong &gt;:(,likely_safe,
